title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_location,reference_url
"2,4-D draws Sooke Protest","Brenda Dalglish","1980-05-08","","Hydroelectric; 2:4-D; Sooke; Protest; Hydro Pesticide;","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/tc_1980_hydro_24d_draws_sooke_protest_th.jpg","http://localhost:4000/JRWA-Archive/objects/tc_1980_hydro_24d_draws_sooke_protest.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides.html#jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides_006
"Power Plant Fire","","","","Hydroelectric; Power Plant Fire; Powerhouse","","","","","","record","","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/img_0085_th.jpg","",/JRWA-Archive/items/jrwa_docs_powergeneration_jordan_river_hydro_other_reports_powerplant_fire.html
"Power Plant Fire Damage 001","","","","Hydroelectric; Power Plant Fire","","","","","","image","image/jpeg","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/img_0085_th.jpg","http://localhost:4000/JRWA-Archive/objects/img_0085.jpeg",/JRWA-Archive/items/jrwa_docs_powergeneration_jordan_river_hydro_other_reports_powerplant_fire.html#jrwa_docs_powergeneration_jordan_river_hydro_other_reports_powerplant_fire_001
"Power Plant Fire Damage 002","","","","Hydroelectric; Power Plant Fire","","","","","","image","image/jpeg","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/img_0086_th.jpg","http://localhost:4000/JRWA-Archive/objects/img_0086.jpeg",/JRWA-Archive/items/jrwa_docs_powergeneration_jordan_river_hydro_other_reports_powerplant_fire.html#jrwa_docs_powergeneration_jordan_river_hydro_other_reports_powerplant_fire_002
"Power Plant Fire Damage 003","","","","Hydroelectric; Power Plant Fire","","","","","","image","image/jpeg","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/img_0083_th.jpg","http://localhost:4000/JRWA-Archive/objects/img_0083.jpeg",/JRWA-Archive/items/jrwa_docs_powergeneration_jordan_river_hydro_other_reports_powerplant_fire.html#jrwa_docs_powergeneration_jordan_river_hydro_other_reports_powerplant_fire_003
"Hydroelectric: Project History","","","","","","","","","","record","","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/_stadfield_2002_electric_space_th.jpg","",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_history.html
"Electric Space: Social and Natural Transformations in British Columbia’s Hydroelectric Industry to World War II","Bruce Stadfeld","2002","","Hydroelectric; World War II; Energy Development; Hydroelectric Development; Watershed Alienation; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/_stadfield_2002_electric_space_th.jpg","http://localhost:4000/JRWA-Archive/objects/_stadfield_2002_electric_space.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_history.html#jrwa_docs_powergeneration_jordanriver_hydro_project_history_001
"BC Hydro Tenth Annual Report ","British Columbia Hydro and Power Authority","1972","","Hydroelectric; Sales; Development; Report; B.C. Hydro","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/bc_hydro_1972_tenth_annual_report_th.jpg","http://localhost:4000/JRWA-Archive/objects/bc_hydro_1972_tenth_annual_report.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_history.html#jrwa_docs_powergeneration_jordanriver_hydro_project_history_002
"The British Columbia Mining and Engineering Record","","1911","","Hydroelectric; Mining; Pipeline","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/bc_mining_and_engineering_record_1911_vi_power_company's_new_power_plant_th.jpg","http://localhost:4000/JRWA-Archive/objects/bc_mining_and_engineering_record_1911_vi_power_company's_new_power_plant.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_history.html#jrwa_docs_powergeneration_jordanriver_hydro_project_history_003
"British Columbia Hydro and Power Authority ","British Columbia Hydro and Power Authority","2017","","British Columbia Hydro and Power Authority","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/bchydro_fia_f17_th.jpg","http://localhost:4000/JRWA-Archive/objects/bchydro_fia_f17.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_history.html#jrwa_docs_powergeneration_jordanriver_hydro_project_history_004
"Conway Quote from a Presidential Address","T.C. Keefer ","1915","","Hydroelectric; Speech","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/conway_1915_quote_from_presidential_address_p_3_th.jpg","http://localhost:4000/JRWA-Archive/objects/conway_1915_quote_from_presidential_address_p_3.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_history.html#jrwa_docs_powergeneration_jordanriver_hydro_project_history_005
"Fish versus Power: and Environmental History of the Fraser River ","Matthew D. Evenden","2004","","Hydroelectric; Environmental History; Ecology; Fish; Salmon","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/evenden_2004_fish_versus_power__an_environmental_history_of_the_fraser_river_th.jpg","http://localhost:4000/JRWA-Archive/objects/evenden_2004_fish_versus_power__an_environmental_history_of_the_fraser_river.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_history.html#jrwa_docs_powergeneration_jordanriver_hydro_project_history_006
"Deconstructing Hydro: The BC Electricity Sector in this Decade","Mark Jaccard ","","","Hydroelectric; BC Hydro; Management ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/jacard_deconstruction_hydro_in_bc_studies_th.jpg","http://localhost:4000/JRWA-Archive/objects/jacard_deconstruction_hydro_in_bc_studies.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_history.html#jrwa_docs_powergeneration_jordanriver_hydro_project_history_007
"British Columbia Hydro and Power Authority ","Charles A. Lee","1915","","Hydroelectric; BC Hydro; Power Development","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/lee_1915_jordan_river_power_development_cdn_society_of_civil_engineers_th.jpg","http://localhost:4000/JRWA-Archive/objects/lee_1915_jordan_river_power_development_cdn_society_of_civil_engineers.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_history.html#jrwa_docs_powergeneration_jordanriver_hydro_project_history_008
"Jordan River Development of the Vancouver Island Power Company, Limited ","","1915","","Hydroelectric; Weather Patterns; Watershed Description","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/pages_from__conway_1915_doi_water_powers_of_canada_bc__splendid_quote_th.jpg","http://localhost:4000/JRWA-Archive/objects/pages_from__conway_1915_doi_water_powers_of_canada_bc__splendid_quote.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_history.html#jrwa_docs_powergeneration_jordanriver_hydro_project_history_009
"Section of Jordan River Development ","","","","Hydroelectric; Section; Power House; Dam","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/rbcm_item_i52911_jr_development_original_plan_map_th.jpg","http://localhost:4000/JRWA-Archive/objects/rbcm_item_i52911_jr_development_original_plan_map.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_history.html#jrwa_docs_powergeneration_jordanriver_hydro_project_history_010
"2.5 Ton 1928 Plymouth Model TL-2 Locomotive Used on a Narrow- Gauge Railway in the 1940s","","","","Hydroelectric; Railway; Vancouver Island Power Company; Dam","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sooke_museum_diversion_dam_jr_railway_th.jpg","http://localhost:4000/JRWA-Archive/objects/sooke_museum_diversion_dam_jr_railway.png",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_history.html#jrwa_docs_powergeneration_jordanriver_hydro_project_history_012
"Water Powers of Canada","G.R.G. Conway","1915","","Hydroelectric; Power Plant; Water Power","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/_conway_1915_doi_water_powers_of_canada_bc_th.jpg","http://localhost:4000/JRWA-Archive/objects/_conway_1915_doi_water_powers_of_canada_bc.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_history.html#jrwa_docs_powergeneration_jordanriver_hydro_project_history_013
"BC Hydro: Puntledge River","","","","Hydroelectric; Puntledge River; BC Hydro; Habitat Restoration","","","","","","record","","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/_th.jpg","",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge.html
"Spawning Gravel Placements in Ash and Nanaimo River Watersheds, Vancouver Island (2003)","Brad Smith","2004-03","","Hydroelectric; Puntledge River; BC Hydro; Habitat Restoration","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/spawni1_th.jpg","http://localhost:4000/JRWA-Archive/objects/spawni1.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge.html#jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_003
"Puntledge River Spawning Habitat Restoration","E. Guimond and R. Norgan","2003-12","","Hydroelectric; Puntledge River; BC Hydro","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/02pu71_hab_rest_1389198175712_9186219228_th.jpg","http://localhost:4000/JRWA-Archive/objects/02pu71_hab_rest_1389198175712_9186219228.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge.html#jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_004
"Puntledge River Habitat Restoration","E. Guimond","2004-03","","Hydroelectric; Puntledge River; BC Hydro; Habitat Restoration","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/03pu02_hab_rest_1389199209847_9186219228_th.jpg","http://localhost:4000/JRWA-Archive/objects/03pu02_hab_rest_1389199209847_9186219228.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge.html#jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_005
"Puntledge River (Reach C) Spawning Gravel Placements for Fish Habitat Restoration,","Scott Silvestri","2006","","Hydroelectric; Puntledge River; BC Hydro; Salmon; Gravel; Spawning","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/06pun01_gravel_1389624587961_9620131597_th.jpg","http://localhost:4000/JRWA-Archive/objects/06pun01_gravel_1389624587961_9620131597.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge.html#jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_006
"Puntledge River Project Water Use Plan","Eric Weiss","2004-12-01","","Hydroelectric; Puntledge River; BC Hydro; Water Use Plan","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/bc_hydro_2004_wup_puntledge_river_th.jpg","http://localhost:4000/JRWA-Archive/objects/bc_hydro_2004_wup_puntledge_river.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge.html#jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_007
"BC Hydro To Increase Puntledge River Flows To Help With Fish Migration","Jay Herrington","2024-06-18","","Hydroelectric; Puntledge River; BC Hydro; Fish Migration; Water Levels","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/bc_hydro_to_increase_puntledge_river_flows_to_help_with_fish_migration___the_raven_1007_th.jpg","http://localhost:4000/JRWA-Archive/objects/bc_hydro_to_increase_puntledge_river_flows_to_help_with_fish_migration___the_raven_1007.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge.html#jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_008
"PROGRESS REPORT ON THE PUNTLEDGE RIVER PROGRAM 1971-1972","D.E. Marshall","1973","","Hydroelectric; Puntledge River; BC Hydro; Fisheries","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/marshall_1973_progress_report_on_the_puntledge_river_program_th.jpg","http://localhost:4000/JRWA-Archive/objects/marshall_1973_progress_report_on_the_puntledge_river_program.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge.html#jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_009
"Puntledge River (Reach C) Spawning Gravel Placements for Fish
Habitat Restoration,","Scott Silvestri","2005","","Hydroelectric; Puntledge River; BC Hydro; Salmon; Gravel; Spawning","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/puntle_1_th.jpg","http://localhost:4000/JRWA-Archive/objects/puntle_1.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge.html#jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_010
"Puntledge Water Use Plan Physical Works Terms of Reference","","2018-10-05","","Hydroelectric; Puntledge River; BC Hydro; Salmon; Gravel; Spawning","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/punworks_1_tor_2018_10_05_th.jpg","http://localhost:4000/JRWA-Archive/objects/punworks_1_tor_2018_10_05.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge.html#jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_011
"Water Use Plan: Salmon Habitat","","","","","","","","","","record","","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/lgl_ltd_2013_continued_monitoring_of_the_constructed_wetland_at_diversion_reservoir_12wjor01_th.jpg","",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon.html
"Continued Monitoring of the Constructed Wetland at Diversion Reservoir, Jordan River Watershed, Southern Vancouver Island ","Krysia Tuttle","2013-03-31","","Hydroelectric; Fish Study; Habitat; Ecology; Salmon","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/lgl_ltd_2013_continued_monitoring_of_the_constructed_wetland_at_diversion_reservoir_12wjor01_th.jpg","http://localhost:4000/JRWA-Archive/objects/lgl_ltd_2013_continued_monitoring_of_the_constructed_wetland_at_diversion_reservoir_12wjor01.pdf.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon.html#jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_001
"Jordan River Pink Salmon Incubation Study","M.C. Wright and Esther Guimond","2003-03-31","","Hydroelectric; Fish Study; Habitat; Ecology; Salmon; Metal Testing; Water Testing","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/wright_2003_jr_pink_salmon_incubation_study_th.jpg","http://localhost:4000/JRWA-Archive/objects/wright_2003_jr_pink_salmon_incubation_study.pdf.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon.html#jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_002
"Jordan River Water Use Plan: Lower Jordan River Fish Index Study","D.W. Burt","2007-09","","Hydroelectric; Fish Study; Habitat; Ecology; Salmon","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/burt_2008_lower_jordan_river_fish_index_study_year_3_results_jormon_2_th.jpg","http://localhost:4000/JRWA-Archive/objects/burt_2008_lower_jordan_river_fish_index_study_year_3_results_jormon_2.pdf.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon.html#jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_003
"Summary of Water Quality and Biological Data for Anadromous Reaches of the Jordan River","D.W. Burt","2012-10-09","","Hydroelectric; BC Hydro; Forestry; Water Quality; Fish: Salmon","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/burt_2012_summary_of_water_quality_and_biological_data_for_anadromous_reaches_of_the_jordan_river_th.jpg","http://localhost:4000/JRWA-Archive/objects/burt_2012_summary_of_water_quality_and_biological_data_for_anadromous_reaches_of_the_jordan_river.pdf.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon.html#jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_004
"Assessment of Gravel Quantity/Quality/Stability and Stranding Risk In Reach 1 of The Jordan River","D.W. Burt","2014-05-13","","Hydroelectric; BC Hydro; Gravel; Salmon; Salmon","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/burt_2014_assessment_of_gravel_quantity,_project_13_jor_02_th.jpg","http://localhost:4000/JRWA-Archive/objects/burt_2014_assessment_of_gravel_quantity,_project_13_jor_02.pdf.pdf",/JRWA-Archive/items/jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon.html#jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_005
